distance_km,mode,mode_code,hour_of_day,is_peak,transfers,fare_lkr
333.95,train,3,1,0,0,1854.0
17.73,tuk,1,10,0,0,1876.0
167.37,train,3,0,0,0,933.0
0.88,walk,0,0,0,0,0.0
108.03,taxi,4,4,0,0,17396.0
72.83,train,3,2,0,1,533.0
1.99,walk,0,19,1,0,0.0
181.2,bus,2,2,0,0,948.0
0.31,walk,0,12,0,0,0.0
91.93,train,3,16,0,0,575.0
292.79,train,3,15,0,0,1820.0
49.34,bus,2,15,0,0,290.0
39.69,train,3,8,1,0,306.0
1.6,walk,0,21,0,0,0.0
2.01,tuk,1,1,0,0,367.0
229.22,bus,2,2,0,1,1455.0
1.87,walk,0,20,0,0,0.0
231.08,bus,2,1,0,1,1177.0
3.19,tuk,1,4,0,0,471.0
237.37,bus,2,4,0,0,1117.0
196.32,bus,2,0,0,0,1166.0
77.11,train,3,2,0,0,498.0
14.71,tuk,1,13,0,0,1676.0
333.68,train,3,15,0,0,1432.0
128.12,bus,2,1,0,0,805.0
13.48,tuk,1,22,0,0,1511.0
144.98,bus,2,2,0,0,843.0
111.2,bus,2,16,0,0,801.0
18.25,tuk,1,19,1,0,1867.0
49.91,bus,2,12,0,0,294.0
10.15,tuk,1,11,0,0,1105.0
139.56,bus,2,2,0,1,760.0
87.55,bus,2,5,0,0,523.0
47.43,bus,2,20,0,1,336.0
62.25,train,3,8,1,0,430.0
2.06,tuk,1,0,0,0,363.0
11.3,taxi,4,17,1,0,2388.0
237.7,train,3,16,0,0,1456.0
148.92,taxi,4,1,0,0,20207.0
106.47,train,3,1,0,0,704.0
1.48,tuk,1,2,0,0,327.0
80.75,bus,2,1,0,0,525.0
10.49,tuk,1,14,0,0,1106.0
128.98,train,3,3,0,0,772.0
109.32,bus,2,14,0,0,618.0
4.21,tuk,1,4,0,0,622.0
153.57,train,3,23,0,1,955.0
19.22,tuk,1,17,1,0,2382.0
191.24,bus,2,8,1,1,983.0
250.51,train,3,10,0,0,1285.0
1.34,walk,0,1,0,0,0.0
54.17,bus,2,1,0,0,333.0
227.95,train,3,12,0,0,1144.0
1.87,walk,0,0,0,0,0.0
195.89,bus,2,15,0,1,1024.0
10.27,tuk,1,9,1,0,1127.0
170.48,bus,2,3,0,0,1014.0
8.94,tuk,1,12,0,0,1122.0
139.05,train,3,13,0,0,747.0
253.35,train,3,17,1,0,1318.0
18.49,tuk,1,4,0,0,1891.0
17.77,tuk,1,13,0,0,1946.0
14.14,bus,2,20,0,0,128.0
138.66,train,3,6,0,0,881.0
205.13,bus,2,20,0,0,980.0
19.98,tuk,1,17,1,0,2169.0
2.17,tuk,1,10,0,0,358.0
34.23,taxi,4,21,0,0,5329.0
125.13,bus,2,23,0,1,790.0
39.13,train,3,5,0,0,316.0
144.15,bus,2,23,0,1,977.0
179.31,train,3,0,0,0,958.0
1.01,walk,0,3,0,0,0.0
3.5,tuk,1,1,0,0,524.0
332.99,train,3,8,1,0,1794.0
161.1,train,3,22,0,0,1050.0
9.89,tuk,1,14,0,0,1216.0
84.9,bus,2,14,0,0,431.0
60.69,bus,2,2,0,1,395.0
117.77,bus,2,12,0,1,721.0
18.12,tuk,1,9,1,0,1926.0
80.05,train,3,11,0,0,448.0
5.99,tuk,1,6,0,0,773.0
83.72,train,3,4,0,0,554.0
1.8,walk,0,22,0,0,0.0
1.78,walk,0,13,0,0,0.0
87.78,bus,2,9,1,0,503.0
6.63,tuk,1,1,0,0,890.0
246.83,bus,2,18,1,0,1342.0
0.51,walk,0,11,0,0,0.0
332.5,train,3,9,1,0,2035.0
263.36,train,3,16,0,0,1636.0
88.08,train,3,3,0,1,707.0
10.3,tuk,1,12,0,0,1144.0
1.4,tuk,1,20,0,0,288.0
31.83,bus,2,11,0,0,249.0
67.04,bus,2,0,0,1,450.0
9.19,tuk,1,5,0,0,1165.0
0.51,walk,0,1,0,0,0.0
139.46,bus,2,12,0,0,718.0
15.43,tuk,1,8,1,0,1588.0
148.27,bus,2,3,0,0,937.0
3.66,tuk,1,16,0,0,570.0
9.9,tuk,1,4,0,0,1161.0
26.97,bus,2,8,1,0,198.0
203.13,bus,2,23,0,1,1092.0
17.69,tuk,1,1,0,0,1947.0
246.24,bus,2,5,0,0,1598.0
181.43,train,3,7,1,0,937.0
61.21,bus,2,12,0,0,444.0
26.1,bus,2,5,0,0,196.0
114.44,taxi,4,23,0,0,16614.0
129.66,bus,2,0,0,2,795.0
317.08,train,3,22,0,0,1855.0
65.31,train,3,12,0,1,461.0
0.97,walk,0,0,0,0,0.0
14.8,bus,2,2,0,1,201.0
245.4,bus,2,2,0,0,1654.0
78.28,taxi,4,6,0,0,12730.0
76.65,bus,2,7,1,0,454.0
0.44,walk,0,15,0,0,0.0
212.1,bus,2,7,1,1,1158.0
2.69,tuk,1,17,1,0,434.0
336.67,train,3,7,1,0,2029.0
89.03,bus,2,6,0,0,551.0
226.26,train,3,6,0,1,1468.0
169.97,train,3,7,1,0,831.0
69.23,bus,2,20,0,0,356.0
43.76,bus,2,5,0,0,297.0
343.55,train,3,6,0,1,1847.0
136.31,train,3,22,0,0,829.0
251.19,train,3,15,0,0,1633.0
1.59,walk,0,4,0,0,0.0
204.29,bus,2,20,0,0,1292.0
4.56,tuk,1,4,0,0,615.0
44.34,train,3,3,0,2,484.0
33.2,bus,2,10,0,1,303.0
238.92,bus,2,16,0,1,1348.0
18.44,tuk,1,4,0,0,2187.0
17.78,tuk,1,18,1,0,1943.0
219.31,train,3,3,0,0,1170.0
19.11,tuk,1,18,1,0,2028.0
1.48,walk,0,2,0,0,0.0
68.1,train,3,11,0,0,374.0
157.94,train,3,15,0,0,986.0
7.88,tuk,1,6,0,0,852.0
13.26,tuk,1,14,0,0,1460.0
53.87,taxi,4,16,0,0,8262.0
196.28,train,3,15,0,0,1084.0
32.11,bus,2,9,1,0,223.0
7.77,tuk,1,18,1,0,926.0
8.18,tuk,1,17,1,0,956.0
0.92,walk,0,7,1,0,0.0
321.55,train,3,17,1,0,1977.0
1.11,walk,0,22,0,0,0.0
1.34,walk,0,19,1,0,0.0
180.99,train,3,17,1,0,1147.0
298.49,train,3,18,1,1,1789.0
220.49,train,3,19,1,0,1057.0
163.43,bus,2,6,0,0,969.0
170.47,bus,2,17,1,0,908.0
118.12,bus,2,4,0,1,850.0
1.24,tuk,1,8,1,0,355.0
36.12,bus,2,22,0,0,253.0
233.64,bus,2,6,0,2,1424.0
170.41,bus,2,20,0,0,861.0
303.0,train,3,10,0,0,1627.0
54.79,taxi,4,5,0,0,7678.0
0.56,walk,0,2,0,0,0.0
162.92,bus,2,13,0,0,978.0
11.66,tuk,1,10,0,0,1378.0
110.36,bus,2,12,0,0,629.0
14.63,tuk,1,1,0,0,1526.0
12.68,tuk,1,6,0,0,1304.0
136.11,train,3,0,0,1,1012.0
230.2,bus,2,7,1,0,1177.0
236.63,train,3,22,0,0,1415.0
0.11,walk,0,3,0,0,0.0
1.15,walk,0,16,0,0,0.0
179.57,bus,2,0,0,0,1114.0
1.41,walk,0,13,0,0,0.0
3.05,tuk,1,22,0,0,469.0
75.39,taxi,4,8,1,0,11555.0
7.23,tuk,1,4,0,0,957.0
8.36,tuk,1,13,0,0,961.0
204.48,bus,2,6,0,0,1001.0
104.69,bus,2,21,0,1,594.0
199.85,bus,2,20,0,0,1249.0
204.82,bus,2,15,0,1,1073.0
307.37,train,3,15,0,0,1678.0
13.05,tuk,1,14,0,0,1642.0
118.81,bus,2,17,1,2,712.0
19.63,bus,2,11,0,0,175.0
222.01,train,3,23,0,0,1108.0
224.45,bus,2,8,1,0,1166.0
92.55,bus,2,0,0,0,605.0
1.99,walk,0,16,0,0,0.0
18.72,tuk,1,15,0,0,2041.0
0.12,walk,0,23,0,0,0.0
193.06,train,3,9,1,1,1044.0
17.92,tuk,1,10,0,0,1947.0
169.95,train,3,13,0,0,1051.0
0.92,walk,0,9,1,0,0.0
104.65,train,3,18,1,0,526.0
246.13,train,3,10,0,1,1581.0
1.93,walk,0,18,1,0,0.0
0.61,walk,0,10,0,0,0.0
0.38,walk,0,5,0,0,0.0
66.35,train,3,23,0,1,473.0
12.46,tuk,1,12,0,0,1454.0
145.06,bus,2,16,0,1,981.0
59.62,bus,2,14,0,2,542.0
143.02,train,3,8,1,0,901.0
245.33,bus,2,23,0,1,1295.0
121.06,bus,2,8,1,1,876.0
50.28,taxi,4,23,0,0,8416.0
14.8,tuk,1,10,0,0,1628.0
19.23,train,3,0,0,0,251.0
0.27,walk,0,0,0,0,0.0
245.23,bus,2,23,0,0,1507.0
333.18,train,3,12,0,1,1594.0
147.58,bus,2,9,1,0,832.0
182.12,bus,2,19,1,0,1106.0
5.77,tuk,1,14,0,0,656.0
190.05,bus,2,15,0,0,1144.0
51.96,bus,2,16,0,2,423.0
120.29,bus,2,4,0,0,603.0
243.39,bus,2,2,0,0,1175.0
9.96,tuk,1,17,1,0,1208.0
12.61,tuk,1,0,0,0,1300.0
16.08,tuk,1,17,1,0,1675.0
228.55,bus,2,3,0,0,1483.0
11.44,tuk,1,6,0,0,1313.0
267.44,train,3,16,0,1,1288.0
116.33,bus,2,14,0,1,624.0
19.9,tuk,1,18,1,0,2010.0
99.4,bus,2,14,0,0,573.0
111.42,train,3,1,0,0,710.0
8.37,tuk,1,20,0,0,1023.0
3.27,tuk,1,5,0,0,492.0
1.77,walk,0,3,0,0,0.0
0.66,walk,0,21,0,0,0.0
114.21,train,3,4,0,0,558.0
41.1,taxi,4,12,0,0,5874.0
0.88,walk,0,11,0,0,0.0
198.51,train,3,18,1,0,1252.0
1.62,walk,0,1,0,0,0.0
93.55,bus,2,2,0,0,665.0
178.52,train,3,9,1,0,1087.0
230.36,bus,2,11,0,1,1562.0
0.69,walk,0,18,1,0,0.0
132.75,bus,2,14,0,1,809.0
129.74,taxi,4,3,0,0,21190.0
10.32,tuk,1,23,0,0,1304.0
9.03,tuk,1,11,0,0,1088.0
14.79,tuk,1,23,0,0,1501.0
74.38,bus,2,23,0,1,452.0
196.23,bus,2,1,0,0,1140.0
112.21,train,3,12,0,1,791.0
43.49,train,3,10,0,1,450.0
104.43,train,3,11,0,1,678.0
75.43,train,3,7,1,1,532.0
14.05,tuk,1,13,0,0,1760.0
96.07,bus,2,11,0,0,667.0
12.76,tuk,1,4,0,0,1453.0
10.42,tuk,1,6,0,0,1223.0
339.83,train,3,3,0,0,1933.0
19.04,bus,2,20,0,1,243.0
111.16,taxi,4,16,0,0,15431.0
180.9,bus,2,9,1,0,985.0
153.72,bus,2,9,1,1,796.0
81.98,bus,2,1,0,1,545.0
6.87,tuk,1,6,0,0,954.0
3.16,tuk,1,22,0,0,481.0
69.79,bus,2,0,0,0,468.0
0.57,walk,0,3,0,0,0.0
146.8,train,3,20,0,1,834.0
3.48,tuk,1,12,0,0,462.0
17.96,tuk,1,0,0,0,1809.0
280.26,train,3,11,0,0,1381.0
0.71,walk,0,17,1,0,0.0
290.51,train,3,8,1,0,1717.0
95.56,train,3,9,1,0,574.0
1.14,walk,0,15,0,0,0.0
235.49,bus,2,14,0,1,1550.0
187.58,bus,2,21,0,0,1152.0
118.77,train,3,5,0,0,738.0
234.57,train,3,6,0,1,1154.0
134.9,train,3,3,0,1,956.0
54.63,bus,2,15,0,0,378.0
7.18,tuk,1,12,0,0,904.0
83.03,bus,2,8,1,0,570.0
5.53,taxi,4,16,0,0,1273.0
186.92,bus,2,9,1,0,1066.0
35.62,bus,2,4,0,0,234.0
11.93,bus,2,12,0,0,154.0
316.73,train,3,10,0,0,1786.0
81.7,taxi,4,9,1,0,12751.0
19.89,tuk,1,10,0,0,2040.0
18.91,tuk,1,21,0,0,2062.0
72.54,bus,2,5,0,0,431.0
117.12,bus,2,6,0,1,742.0
216.91,bus,2,13,0,1,1195.0
1.83,walk,0,1,0,0,0.0
129.23,bus,2,3,0,1,754.0
242.12,bus,2,13,0,0,1607.0
71.64,bus,2,12,0,0,481.0
36.16,bus,2,15,0,0,209.0
24.01,train,3,2,0,1,351.0
41.51,bus,2,20,0,0,265.0
15.4,train,3,11,0,0,204.0
5.32,bus,2,3,0,0,93.0
155.36,bus,2,7,1,2,1066.0
220.52,bus,2,5,0,1,1164.0
15.56,tuk,1,10,0,0,1575.0
0.9,tuk,1,11,0,0,241.0
120.29,bus,2,10,0,0,717.0
259.64,train,3,11,0,1,1624.0
225.55,bus,2,21,0,0,1450.0
0.19,walk,0,23,0,0,0.0
186.51,bus,2,11,0,0,1275.0
7.28,tuk,1,23,0,0,904.0
209.05,train,3,19,1,1,1336.0
50.54,train,3,19,1,1,454.0
75.58,bus,2,5,0,0,418.0
183.69,bus,2,10,0,1,972.0
13.33,tuk,1,8,1,0,1551.0
196.4,bus,2,2,0,0,1168.0
120.73,train,3,1,0,0,854.0
209.59,train,3,14,0,0,1017.0
86.06,bus,2,10,0,0,565.0
40.73,bus,2,19,1,1,316.0
1.43,walk,0,16,0,0,0.0
16.12,tuk,1,2,0,0,1731.0
6.13,tuk,1,20,0,0,806.0
85.38,bus,2,11,0,0,470.0
323.68,train,3,13,0,0,1814.0
203.12,bus,2,23,0,0,1086.0
11.13,tuk,1,15,0,0,1221.0
15.74,tuk,1,0,0,0,1643.0
6.26,tuk,1,4,0,0,849.0
172.71,train,3,10,0,0,1025.0
153.62,bus,2,0,0,0,748.0
325.6,train,3,4,0,0,1577.0
266.14,train,3,19,1,0,1614.0
10.44,tuk,1,3,0,0,1144.0
196.81,bus,2,4,0,0,1103.0
20.9,taxi,4,12,0,0,3587.0
163.35,bus,2,2,0,0,1059.0
1.65,walk,0,6,0,0,0.0
86.01,train,3,22,0,0,552.0
205.6,train,3,15,0,0,1263.0
127.32,bus,2,23,0,0,854.0
235.93,bus,2,8,1,1,1356.0
15.23,tuk,1,14,0,0,1614.0
63.99,train,3,5,0,0,405.0
192.24,bus,2,9,1,1,1071.0
1.29,walk,0,4,0,0,0.0
38.42,bus,2,19,1,0,289.0
61.32,taxi,4,4,0,0,8755.0
149.07,train,3,4,0,0,947.0
0.55,tuk,1,11,0,0,200.0
1.64,walk,0,10,0,0,0.0
309.65,train,3,7,1,0,1594.0
240.2,train,3,8,1,0,1329.0
149.26,bus,2,7,1,0,782.0
105.37,bus,2,21,0,0,642.0
46.41,bus,2,13,0,2,407.0
41.11,bus,2,22,0,1,313.0
18.26,tuk,1,23,0,0,1958.0
1.9,walk,0,15,0,0,0.0
3.27,tuk,1,19,1,0,506.0
94.42,train,3,2,0,0,481.0
16.92,tuk,1,22,0,0,1719.0
8.55,tuk,1,11,0,0,914.0
66.74,bus,2,17,1,0,449.0
5.27,tuk,1,5,0,0,760.0
1.88,tuk,1,2,0,0,345.0
171.0,bus,2,21,0,2,1075.0
239.74,bus,2,10,0,1,1573.0
225.59,bus,2,3,0,2,1265.0
336.4,train,3,15,0,1,2196.0
17.81,tuk,1,1,0,0,1835.0
186.63,train,3,10,0,0,1161.0
256.48,train,3,16,0,0,1239.0
213.28,train,3,17,1,0,1001.0
54.13,bus,2,10,0,0,349.0
88.42,bus,2,8,1,0,567.0
123.01,bus,2,20,0,0,757.0
213.15,bus,2,4,0,0,1254.0
0.9,walk,0,1,0,0,0.0
66.91,taxi,4,3,0,0,10975.0
115.04,bus,2,19,1,0,758.0
16.92,train,3,11,0,0,256.0
199.77,bus,2,0,0,1,1335.0
0.48,walk,0,4,0,0,0.0
9.29,bus,2,0,0,1,184.0
211.24,bus,2,19,1,1,1271.0
130.16,bus,2,11,0,0,766.0
4.85,tuk,1,1,0,0,651.0
1.26,tuk,1,5,0,0,292.0
71.6,bus,2,14,0,0,536.0
117.23,bus,2,14,0,0,760.0
140.29,taxi,4,19,1,0,23054.0
9.59,tuk,1,0,0,0,1132.0
14.61,tuk,1,1,0,0,1527.0
9.35,tuk,1,0,0,0,1146.0
185.8,bus,2,9,1,0,1040.0
236.82,bus,2,17,1,0,1510.0
222.22,bus,2,15,0,0,1321.0
140.29,taxi,4,5,0,0,20517.0
6.93,tuk,1,15,0,0,832.0
72.25,bus,2,15,0,0,457.0
0.53,walk,0,4,0,0,0.0
16.13,tuk,1,17,1,0,1749.0
78.56,bus,2,10,0,0,441.0
0.61,walk,0,1,0,0,0.0
243.73,bus,2,9,1,0,1330.0
209.25,bus,2,18,1,0,1053.0
61.86,train,3,16,0,0,460.0
14.98,bus,2,6,0,1,214.0
185.85,bus,2,18,1,0,989.0
57.05,bus,2,9,1,1,505.0
0.91,walk,0,11,0,0,0.0
1.68,walk,0,2,0,0,0.0
146.97,bus,2,23,0,0,822.0
101.47,taxi,4,20,0,0,14287.0
1.71,walk,0,4,0,0,0.0
138.88,bus,2,13,0,1,846.0
149.19,train,3,18,1,0,841.0
225.78,train,3,12,0,1,1256.0
181.46,bus,2,5,0,0,1161.0
188.71,bus,2,23,0,0,935.0
134.48,bus,2,6,0,0,711.0
265.95,train,3,8,1,0,1507.0
14.37,tuk,1,8,1,0,1771.0
17.97,train,3,21,0,0,246.0
0.47,walk,0,12,0,0,0.0
244.46,train,3,17,1,0,1575.0
1.25,walk,0,21,0,0,0.0
2.48,tuk,1,22,0,0,382.0
1.86,walk,0,20,0,0,0.0
42.35,bus,2,21,0,0,265.0
0.55,tuk,1,22,0,0,188.0
16.16,tuk,1,23,0,0,1903.0
97.19,bus,2,15,0,0,667.0
47.82,bus,2,3,0,1,352.0
158.96,train,3,2,0,0,1045.0
273.98,train,3,19,1,0,1578.0
231.86,bus,2,7,1,1,1255.0
9.63,tuk,1,19,1,0,1148.0
8.18,tuk,1,22,0,0,979.0
95.38,train,3,15,0,1,685.0
0.89,walk,0,18,1,0,0.0
99.91,bus,2,6,0,1,714.0
151.35,train,3,10,0,0,806.0
21.62,taxi,4,23,0,0,3735.0
193.08,bus,2,19,1,0,954.0
182.46,bus,2,4,0,1,1091.0
220.71,bus,2,22,0,2,1214.0
346.82,train,3,11,0,0,2171.0
1.26,walk,0,20,0,0,0.0
10.38,tuk,1,12,0,0,1322.0
225.81,bus,2,14,0,0,1508.0
6.54,tuk,1,3,0,0,734.0
157.39,bus,2,8,1,0,1077.0
152.37,bus,2,17,1,2,873.0
198.85,train,3,20,0,1,1258.0
24.06,train,3,2,0,0,266.0
55.95,bus,2,1,0,0,332.0
228.69,train,3,16,0,0,1201.0
16.08,tuk,1,10,0,0,2023.0
217.01,bus,2,20,0,1,1310.0
2.81,tuk,1,1,0,0,490.0
168.1,train,3,8,1,0,946.0
148.86,train,3,0,0,0,959.0
81.78,train,3,17,1,0,638.0
73.93,train,3,20,0,0,479.0
38.25,taxi,4,3,0,0,6531.0
0.51,tuk,1,7,1,0,234.0
306.24,train,3,20,0,0,1893.0
71.53,bus,2,0,0,1,437.0
158.1,bus,2,22,0,0,847.0
9.74,bus,2,21,0,0,107.0
17.37,tuk,1,3,0,0,2047.0
0.64,tuk,1,3,0,0,217.0
14.77,tuk,1,16,0,0,1757.0
1.08,walk,0,0,0,0,0.0
231.91,bus,2,12,0,0,1533.0
144.86,train,3,1,0,0,825.0
59.47,bus,2,12,0,2,524.0
173.31,bus,2,8,1,2,1009.0
107.87,bus,2,16,0,0,676.0
102.48,bus,2,21,0,0,549.0
15.75,tuk,1,11,0,0,1733.0
232.92,train,3,15,0,0,1139.0
2.69,tuk,1,14,0,0,445.0
294.28,train,3,23,0,0,1742.0
92.63,train,3,5,0,0,523.0
177.13,bus,2,5,0,0,1064.0
183.5,train,3,9,1,0,936.0
10.97,tuk,1,17,1,0,1320.0
75.92,train,3,20,0,0,483.0
346.7,train,3,6,0,0,1910.0
335.75,train,3,2,0,0,1656.0
212.69,bus,2,14,0,1,1390.0
32.39,train,3,14,0,0,255.0
109.75,taxi,4,8,1,0,18080.0
197.5,bus,2,4,0,1,1315.0
20.12,train,3,20,0,1,314.0
261.48,train,3,20,0,0,1670.0
12.59,bus,2,17,1,0,123.0
150.47,train,3,13,0,0,970.0
39.25,bus,2,6,0,0,291.0
233.38,bus,2,9,1,0,1278.0
8.46,tuk,1,1,0,0,909.0
16.85,tuk,1,5,0,0,1724.0
117.68,train,3,10,0,0,544.0
209.66,bus,2,10,0,1,1043.0
192.74,bus,2,1,0,0,1267.0
7.93,tuk,1,22,0,0,896.0
196.08,bus,2,6,0,0,1149.0
32.3,train,3,12,0,0,250.0
128.33,train,3,11,0,0,778.0
1.34,walk,0,11,0,0,0.0
162.11,bus,2,20,0,0,904.0
119.87,bus,2,17,1,0,767.0
142.09,bus,2,20,0,1,828.0
138.39,bus,2,9,1,0,751.0
134.73,bus,2,6,0,0,864.0
153.45,bus,2,10,0,0,969.0
112.13,bus,2,13,0,0,576.0
40.22,bus,2,8,1,0,249.0
180.99,bus,2,11,0,0,889.0
330.32,train,3,3,0,0,1737.0
291.03,train,3,14,0,0,1561.0
18.18,tuk,1,17,1,0,1999.0
328.68,train,3,12,0,0,1975.0
260.2,train,3,20,0,0,1416.0
14.92,tuk,1,23,0,0,1714.0
106.77,bus,2,21,0,0,628.0
4.55,tuk,1,2,0,0,579.0
22.31,train,3,21,0,1,275.0
12.2,tuk,1,8,1,0,1521.0
91.77,bus,2,10,0,0,576.0
6.99,tuk,1,9,1,0,817.0
90.47,bus,2,6,0,2,662.0
247.47,train,3,21,0,1,1348.0
51.91,bus,2,15,0,0,337.0
261.3,train,3,23,0,0,1351.0
87.29,taxi,4,22,0,0,13038.0
16.36,train,3,10,0,0,144.0
12.25,tuk,1,17,1,0,1479.0
213.97,train,3,12,0,0,1395.0
0.16,walk,0,11,0,0,0.0
90.18,bus,2,17,1,0,642.0
22.06,train,3,16,0,0,222.0
225.97,bus,2,21,0,0,1185.0
152.39,bus,2,18,1,0,883.0
208.84,bus,2,14,0,0,1094.0
132.62,train,3,22,0,1,843.0
162.7,train,3,2,0,0,791.0
56.02,bus,2,18,1,1,436.0
223.72,train,3,9,1,1,1543.0
0.81,tuk,1,10,0,0,235.0
13.89,tuk,1,18,1,0,1685.0
229.75,bus,2,6,0,0,1272.0
19.16,taxi,4,21,0,0,3546.0
10.63,tuk,1,11,0,0,1244.0
11.81,tuk,1,8,1,0,1416.0
17.24,tuk,1,7,1,0,1973.0
321.16,train,3,10,0,0,1995.0
2.45,tuk,1,22,0,0,419.0
19.88,bus,2,2,0,0,132.0
24.88,taxi,4,12,0,0,4432.0
1.7,walk,0,20,0,0,0.0
226.96,bus,2,11,0,1,1272.0
132.44,bus,2,13,0,0,714.0
276.75,train,3,8,1,0,1233.0
107.26,bus,2,3,0,0,738.0
159.93,bus,2,15,0,0,989.0
2.73,tuk,1,22,0,0,423.0
165.77,train,3,12,0,0,894.0
88.36,train,3,10,0,0,493.0
0.73,tuk,1,3,0,0,235.0
175.47,bus,2,22,0,0,1167.0
136.31,train,3,20,0,0,695.0
1.36,walk,0,21,0,0,0.0
15.16,tuk,1,8,1,0,1662.0
240.21,bus,2,15,0,0,1591.0
8.26,tuk,1,10,0,0,1059.0
19.35,tuk,1,5,0,0,2214.0
102.42,bus,2,4,0,0,574.0
8.33,tuk,1,9,1,0,969.0
160.22,bus,2,13,0,0,1109.0
305.9,train,3,2,0,0,1503.0
168.13,bus,2,16,0,0,1091.0
1.13,walk,0,10,0,0,0.0
289.35,train,3,21,0,0,1725.0
14.25,tuk,1,6,0,0,1686.0
69.16,train,3,1,0,0,532.0
60.71,bus,2,7,1,0,414.0
118.67,train,3,23,0,0,739.0
5.73,tuk,1,7,1,0,799.0
15.37,tuk,1,16,0,0,1760.0
171.51,bus,2,20,0,0,1081.0
1.83,walk,0,6,0,0,0.0
7.03,tuk,1,15,0,0,818.0
92.46,train,3,4,0,2,683.0
29.0,train,3,8,1,0,202.0
0.92,walk,0,7,1,0,0.0
93.03,train,3,16,0,0,475.0
64.58,train,3,21,0,0,432.0
237.7,train,3,6,0,0,1420.0
244.44,bus,2,6,0,1,1544.0
222.67,bus,2,19,1,0,1037.0
133.73,bus,2,11,0,1,914.0
148.89,bus,2,12,0,0,832.0
76.45,train,3,16,0,1,573.0
1.15,tuk,1,3,0,0,271.0
16.02,tuk,1,20,0,0,1929.0
1.99,walk,0,8,1,0,0.0
75.02,train,3,15,0,0,434.0
100.97,bus,2,10,0,0,553.0
168.62,bus,2,18,1,1,959.0
219.2,train,3,14,0,1,1193.0
88.66,taxi,4,4,0,0,12281.0
13.48,tuk,1,4,0,0,1485.0
113.01,train,3,21,0,1,791.0
237.75,train,3,12,0,0,1535.0
1.29,walk,0,6,0,0,0.0
67.54,train,3,3,0,1,591.0
9.22,bus,2,3,0,0,108.0
181.37,bus,2,22,0,0,942.0
168.63,bus,2,23,0,0,1093.0
13.62,tuk,1,9,1,0,1524.0
11.34,tuk,1,4,0,0,1377.0
5.75,tuk,1,10,0,0,673.0
11.16,tuk,1,3,0,0,1221.0
200.72,bus,2,13,0,0,967.0
150.96,bus,2,15,0,1,850.0
3.62,tuk,1,23,0,0,567.0
207.07,bus,2,7,1,1,1321.0
60.08,bus,2,4,0,0,436.0
223.59,bus,2,3,0,1,1156.0
246.57,train,3,9,1,0,1449.0
114.28,bus,2,14,0,1,825.0
131.14,train,3,1,0,0,739.0
1.85,walk,0,18,1,0,0.0
22.35,train,3,11,0,0,240.0
42.69,taxi,4,19,1,0,6432.0
20.86,train,3,11,0,0,194.0
56.78,bus,2,3,0,1,455.0
110.95,bus,2,0,0,0,684.0
40.62,bus,2,13,0,0,221.0
239.15,bus,2,12,0,0,1269.0
248.0,train,3,19,1,0,1591.0
138.54,taxi,4,21,0,0,21136.0
73.19,bus,2,3,0,2,509.0
0.8,walk,0,7,1,0,0.0
56.41,bus,2,4,0,0,342.0
11.08,tuk,1,2,0,0,1374.0
16.9,tuk,1,0,0,0,1913.0
15.26,tuk,1,1,0,0,1885.0
206.46,train,3,12,0,1,1056.0
16.1,tuk,1,3,0,0,1711.0
16.89,tuk,1,4,0,0,1920.0
1.14,walk,0,2,0,0,0.0
211.98,train,3,17,1,0,1159.0
198.95,bus,2,15,0,1,1061.0
0.23,walk,0,23,0,0,0.0
1.08,walk,0,2,0,0,0.0
17.98,bus,2,5,0,0,154.0
2.89,tuk,1,10,0,0,442.0
216.57,bus,2,15,0,1,1139.0
118.41,bus,2,3,0,0,757.0
201.46,train,3,5,0,1,1338.0
3.23,tuk,1,10,0,0,538.0
195.98,bus,2,0,0,0,1208.0
0.32,walk,0,9,1,0,0.0
63.04,taxi,4,18,1,0,8782.0
83.33,taxi,4,12,0,0,11538.0
33.12,train,3,10,0,0,294.0
157.33,bus,2,11,0,0,870.0
11.8,tuk,1,22,0,0,1245.0
277.62,train,3,12,0,0,1633.0
317.05,train,3,12,0,0,1981.0
11.89,tuk,1,22,0,0,1429.0
76.06,bus,2,3,0,1,561.0
58.47,bus,2,2,0,0,320.0
345.39,train,3,10,0,0,1585.0
171.74,bus,2,7,1,0,1130.0
227.03,bus,2,4,0,0,1166.0
152.92,bus,2,2,0,1,1077.0
12.2,tuk,1,21,0,0,1481.0
172.06,bus,2,14,0,0,901.0
0.83,walk,0,16,0,0,0.0
55.2,train,3,2,0,0,394.0
172.14,bus,2,8,1,0,1109.0
101.76,bus,2,14,0,1,678.0
8.79,tuk,1,12,0,0,930.0
7.18,tuk,1,16,0,0,812.0
193.45,bus,2,16,0,0,1305.0
11.17,tuk,1,9,1,0,1346.0
0.95,walk,0,18,1,0,0.0
63.54,train,3,6,0,0,403.0
41.59,bus,2,1,0,1,345.0
146.87,bus,2,21,0,0,977.0
22.47,bus,2,0,0,0,160.0
192.13,train,3,6,0,0,1062.0
9.76,tuk,1,2,0,0,1144.0
221.87,train,3,5,0,0,1451.0
202.13,train,3,9,1,0,1192.0
171.77,bus,2,3,0,0,1038.0
51.37,bus,2,11,0,0,316.0
89.6,train,3,22,0,1,667.0
209.36,bus,2,3,0,0,1073.0
